Make,Model,Year,Price,Mileage,Manufacture_Date
Audi,Convertible,2017,56248,78743,2022-08-18
Audi,Hatchback,2015,50371,85642,2022-09-09
Hyundai,Coupe,2022,72996,129587,2009-07-09
Ford,Coupe,2018,42297,79858,2006-01-11
Audi,Hatchback,2018,59273,54800,2020-07-04
Hyundai,Convertible,2017,66256,194212,2017-04-18
Hyundai,Hatchback,2019,39743,100364,2012-02-12
Chevrolet,Coupe,2015,73752,2387,2014-08-25
Audi,Hatchback,2007,75051,187232,2007-09-07
Honda,Convertible,2000,27076,190313,2019-08-12
Mercedes-Benz,Truck,2016,7963,132871,2000-07-04
Mercedes-Benz,Sedan,2011,77322,119095,2022-02-04
BMW,Convertible,2020,18866,35548,2022-10-26
Chevrolet,Hatchback,2010,37305,164967,2019-04-21
BMW,Convertible,2004,67403,90450,2005-09-05
BMW,Convertible,2011,37813,105669,2020-12-15
Chevrolet,Coupe,2016,71729,80171,2000-07-20
Honda,Hatchback,2005,65686,171451,2015-08-20
Ford,Coupe,2000,9512,45414,2008-08-31
Toyota,Hatchback,2004,27666,73071,2005-10-03
Ford,Coupe,2013,21630,112808,2004-04-20
Audi,Coupe,2004,79519,199416,2014-01-12
Hyundai,Truck,2021,5636,78591,2018-05-03
Nissan,Convertible,2000,8775,4297,2014-02-25
Volkswagen,Truck,2017,72957,109513,2005-11-29
Chevrolet,Coupe,2015,69591,128668,2003-08-22
Ford,Truck,2008,79816,86479,2009-11-22
Honda,Minivan,2018,16351,98752,2010-02-16
Ford,Minivan,2021,60184,136080,2016-07-02
Audi,Convertible,2004,74180,115481,2006-03-23
Hyundai,Convertible,2001,78309,147892,2022-08-03
BMW,Coupe,2014,15778,153325,2013-03-16
Mercedes-Benz,Convertible,2006,17501,160274,2019-05-16
Nissan,Truck,2003,7108,160308,2001-05-12
Ford,SUV,2000,41382,67156,2019-01-20
Honda,Convertible,2012,28341,60263,2017-01-01
Toyota,Truck,2019,19367,118996,2019-07-06
Ford,Minivan,2021,74868,99252,2010-11-20
Honda,Minivan,2006,17002,118632,2017-07-30
BMW,Truck,2014,64949,74855,2004-05-26
Honda,Minivan,2022,20700,16575,2003-06-28
Honda,Truck,2013,67543,12204,2001-11-21
Hyundai,Convertible,2022,34318,11952,2011-01-06
Hyundai,SUV,2018,32610,83323,2019-11-04
Ford,Coupe,2021,77499,182214,2009-05-30
Volkswagen,Coupe,2019,78374,164944,2006-06-13
Hyundai,Convertible,2017,70226,160448,2015-04-13
Mercedes-Benz,Convertible,2009,50167,197156,2002-01-19
Mercedes-Benz,Minivan,2008,32939,142712,2008-05-09
Nissan,Sedan,2007,66365,26437,2021-04-03
Chevrolet,Hatchback,2009,72381,127129,2009-10-04
BMW,SUV,2016,51710,87681,2015-10-07
Volkswagen,Truck,2001,21766,7903,2004-08-31
Mercedes-Benz,Hatchback,2005,17780,26863,2016-08-18
Audi,Truck,2004,53458,43381,2006-07-05
Mercedes-Benz,Hatchback,2008,61221,28548,2021-12-15
Honda,Coupe,2004,6509,181028,2014-06-10
BMW,Hatchback,2017,39346,11467,2008-11-05
Nissan,Convertible,2019,51874,57954,2017-07-19
Ford,SUV,2008,31148,23901,2006-01-24
Mercedes-Benz,Coupe,2016,36533,187055,2017-03-20
Chevrolet,Minivan,2016,6359,23301,2017-04-30
Nissan,Hatchback,2011,65313,124686,2002-06-04
Mercedes-Benz,SUV,2006,25344,85180,2002-05-14
Volkswagen,Convertible,2002,74778,69903,2018-12-09
Volkswagen,Minivan,2009,25601,103955,2008-05-12
Nissan,Truck,2001,24116,147276,2001-07-07
Ford,Minivan,2002,61985,19755,2014-01-03
Audi,Sedan,2015,35782,59817,2021-01-13
Audi,SUV,2001,54819,2093,2002-02-26
Mercedes-Benz,Truck,2009,74035,96319,2013-06-08
Mercedes-Benz,SUV,2005,49458,22940,2019-09-08
Nissan,SUV,2021,13080,175112,2002-03-25
Toyota,SUV,2010,38957,168394,2022-10-27
Honda,Convertible,2022,18908,128714,2007-08-09
Honda,Coupe,2006,52482,91544,2010-04-24
Chevrolet,SUV,2014,43314,84437,2013-07-29
Mercedes-Benz,Convertible,2005,79921,92969,2010-06-22
Chevrolet,Sedan,2019,20831,107001,2003-05-01
Nissan,Coupe,2008,25125,87725,2012-03-28
Ford,Convertible,2021,67451,115784,2018-07-17
BMW,Minivan,2019,50708,110675,2021-02-16
BMW,Sedan,2011,22682,94266,2002-05-12
Mercedes-Benz,Minivan,2018,40794,9236,2017-01-08
Mercedes-Benz,Coupe,2019,64372,72597,2016-04-04
Toyota,Convertible,2002,44477,134974,2006-06-13
Nissan,Sedan,2014,58863,99656,2006-07-23
Ford,Convertible,2001,43737,34364,2001-06-08
Hyundai,Sedan,2020,7620,107071,2001-07-15
Nissan,SUV,2001,40057,94410,2022-05-12
Hyundai,SUV,2021,45138,151168,2022-03-19
Volkswagen,Coupe,2002,58024,143092,2020-04-21
Honda,Sedan,2005,14677,58473,2012-10-08
Mercedes-Benz,SUV,2014,49111,44153,2003-04-20
Toyota,Coupe,2009,29074,172349,2006-02-16
Mercedes-Benz,Truck,2008,22824,38502,2003-03-06
BMW,SUV,2000,5765,15675,2014-05-06
Mercedes-Benz,SUV,2015,50439,155437,2019-02-04
BMW,Hatchback,2005,53926,118384,2000-03-12
Chevrolet,Convertible,2008,41860,78229,2002-01-24
Mercedes-Benz,Truck,2003,17975,89049,2019-12-25
Nissan,Sedan,2001,79877,183220,2018-01-26
Hyundai,Coupe,2003,31548,89157,2022-04-27
Nissan,Truck,2000,43736,105711,2022-07-27
Audi,Sedan,2018,66562,110090,2007-03-06
BMW,SUV,2009,45409,93321,2008-09-25
Volkswagen,Minivan,2020,14834,199150,2010-10-23
Audi,Hatchback,2014,5840,26465,2003-07-11
Chevrolet,Minivan,2021,36568,32286,2014-09-02
Nissan,Coupe,2018,15846,54795,2020-08-01
Volkswagen,Coupe,2015,10899,171250,2019-04-07
Hyundai,Truck,2020,71101,108139,2013-02-01
Ford,Convertible,2021,43773,103845,2004-11-07
Toyota,Sedan,2003,79723,49986,2010-09-07
Mercedes-Benz,Hatchback,2001,77762,174273,2015-09-05
Mercedes-Benz,Hatchback,2012,9311,174387,2016-12-22
Ford,Minivan,2000,61888,75396,2008-08-04
Mercedes-Benz,Truck,2016,46616,55178,2019-10-01
Nissan,Convertible,2012,57134,10745,2006-08-13
Ford,Convertible,2003,11083,79637,2019-04-22
Audi,Convertible,2006,17598,136100,2004-05-03
Audi,Coupe,2016,7580,48566,2002-11-12
Chevrolet,Sedan,2008,62395,43722,2019-02-14
Toyota,Sedan,2003,47321,86623,2005-12-05
Honda,Minivan,2018,14386,111074,2015-08-29
Ford,Truck,2000,58171,74974,2019-10-10
Honda,SUV,2009,24522,84084,2003-03-22
Mercedes-Benz,Truck,2003,70532,170951,2017-07-21
Ford,Sedan,2008,19635,155839,2022-02-08
Toyota,Minivan,2012,5671,117353,2009-01-01
Chevrolet,Coupe,2013,38545,104417,2003-08-08
Hyundai,Truck,2009,59079,68099,2002-06-11
Audi,Minivan,2005,31855,179729,2014-02-25
BMW,SUV,2015,40790,139570,2022-09-20
BMW,Hatchback,2005,56012,25107,2008-06-07
Audi,Truck,2016,19260,159865,2017-09-14
Mercedes-Benz,Minivan,2009,70139,133768,2013-12-08
Chevrolet,Convertible,2017,6074,53839,2011-08-11
Chevrolet,SUV,2021,47676,89241,2001-02-15
Hyundai,Convertible,2017,14475,23397,2022-09-27
Mercedes-Benz,Coupe,2002,20120,7704,2006-09-12
Audi,Sedan,2019,28147,16442,2009-02-28
Hyundai,Truck,2020,6986,194860,2000-03-26
Nissan,Minivan,2014,37430,129576,2021-03-20
Honda,Truck,2014,60479,9765,2011-05-05
BMW,Convertible,2003,7176,115828,2019-05-28
Volkswagen,Convertible,2008,66918,10002,2020-03-04
BMW,Sedan,2018,32115,11390,2015-12-22
Mercedes-Benz,Minivan,2016,45002,175508,2002-03-14
Toyota,Truck,2010,62124,6641,2018-05-25
BMW,Minivan,2008,11610,164781,2016-08-29
Ford,Sedan,2009,54752,111119,2011-06-14
Chevrolet,Convertible,2017,79716,170381,2000-09-21
BMW,Hatchback,2019,52993,15624,2008-06-20
Ford,Minivan,2012,15073,9966,2013-02-19
Honda,Convertible,2007,42251,165261,2022-04-18
BMW,SUV,2006,76437,71301,2000-11-21
Nissan,Convertible,2016,43897,115123,2003-04-21
BMW,Convertible,2020,55906,148295,2003-12-11
BMW,Minivan,2022,56616,78183,2014-03-12
Mercedes-Benz,Hatchback,2014,9482,4959,2014-01-23
Volkswagen,Sedan,2019,77936,158329,2022-04-15
Nissan,SUV,2014,44574,50802,2015-12-07
BMW,SUV,2000,48284,124125,2022-02-03
BMW,Truck,2013,77932,123795,2005-07-29
BMW,Hatchback,2004,12338,27215,2015-03-23
Ford,Coupe,2010,47718,55046,2009-12-08
Honda,Truck,2015,17500,94593,2014-07-20
Toyota,Truck,2001,16545,165166,2006-09-22
Toyota,Truck,2007,66480,169741,2003-10-02
Toyota,SUV,2010,10241,167198,2020-11-20
Audi,Sedan,2017,27821,79036,2003-03-20
Toyota,Minivan,2002,9695,109864,2000-04-20
BMW,Convertible,2000,19318,120333,2009-09-29
Ford,SUV,2010,55934,16772,2018-04-28
BMW,Convertible,2015,27331,179658,2008-11-07
BMW,Convertible,2017,57672,51943,2004-01-12
Chevrolet,Coupe,2015,73754,68868,2013-05-04
Mercedes-Benz,Minivan,2022,7837,49855,2013-01-05
Honda,Truck,2009,45077,153290,2005-01-07
Audi,Coupe,2017,9239,101124,2016-03-25
Honda,Truck,2005,34669,57205,2018-08-30
Toyota,SUV,2018,53624,136031,2002-01-10
BMW,Convertible,2003,9150,176206,2019-11-13
Nissan,Coupe,2012,16109,25874,2006-07-08
Volkswagen,Hatchback,2013,31016,131007,2010-01-28
Volkswagen,SUV,2002,16936,1301,2006-07-29
Mercedes-Benz,SUV,2009,16036,58017,2019-08-26
Audi,Hatchback,2005,44236,43319,2005-06-29
Ford,Truck,2000,19021,22455,2003-11-10
Mercedes-Benz,Convertible,2022,41943,135184,2004-10-28
Chevrolet,Truck,2013,55016,57033,2002-06-28
BMW,Truck,2007,28244,189432,2002-01-30
Hyundai,SUV,2018,68027,163217,2018-03-05
Audi,Truck,2013,43985,106924,2015-05-14
BMW,Sedan,2009,6502,32735,2008-11-14
Nissan,Hatchback,2016,58836,72781,2001-06-14
Honda,Minivan,2008,8770,126031,2007-01-04
Ford,Hatchback,2005,47865,128305,2005-12-17
Volkswagen,Convertible,2010,58811,198713,2013-12-21
Audi,Hatchback,2006,9001,108049,2021-02-05
Audi,Truck,2016,65848,152783,2004-03-17
Honda,Truck,2000,57635,5630,2007-08-13
Nissan,Coupe,2021,25946,65488,2002-08-04
BMW,Convertible,2004,71134,134278,2014-05-24
Ford,Convertible,2008,48744,56289,2013-12-15
Honda,Hatchback,2017,44159,18953,2006-11-16
Honda,Truck,2020,28671,100932,2005-12-28
Honda,Sedan,2001,21450,141140,2016-08-07
Audi,Coupe,2010,19908,78930,2002-05-31
Audi,Sedan,2005,62275,186988,2005-01-21
Audi,Truck,2007,49358,1067,2018-01-25
Audi,Convertible,2003,54047,50658,2005-05-29
Ford,Convertible,2017,40518,52165,2018-01-03
Nissan,Minivan,2010,62813,80781,2015-09-05
Hyundai,Sedan,2004,11806,140931,2012-07-04
Ford,Minivan,2014,45891,29164,2019-08-12
Nissan,Minivan,2017,44220,104946,2018-01-08
BMW,SUV,2001,22158,127580,2006-01-25
Chevrolet,Truck,2021,32588,99251,2015-08-11
BMW,Convertible,2010,67576,20773,2021-12-13
Nissan,Hatchback,2012,29188,188367,2007-02-21
Honda,SUV,2003,63830,33939,2013-03-02
Hyundai,Convertible,2021,9019,179671,2017-05-16
Volkswagen,Hatchback,2006,17419,137186,2000-06-27
Mercedes-Benz,Convertible,2010,38697,98475,2021-04-11
Audi,SUV,2021,12973,12818,2021-10-28
Toyota,Sedan,2003,16136,9335,2005-04-13
Volkswagen,Truck,2014,67502,55008,2006-12-23
Volkswagen,Minivan,2000,36285,71745,2013-03-27
BMW,SUV,2022,28039,174220,2000-04-21
Audi,SUV,2002,71720,3577,2021-10-05
Chevrolet,Minivan,2013,64155,73916,2001-12-15
Nissan,Convertible,2005,21911,135148,2016-07-09
Audi,Hatchback,2017,5916,163997,2003-10-13
Toyota,Minivan,2000,64052,182941,2008-07-24
Toyota,SUV,2005,74110,59314,2020-06-27
Nissan,Truck,2005,22790,41205,2003-04-23
Volkswagen,Minivan,2020,10206,142167,2000-02-06
Audi,Minivan,2015,54950,113583,2005-01-02
Toyota,Sedan,2004,61361,84715,2009-02-23
Nissan,Hatchback,2016,66451,56680,2019-03-08
Mercedes-Benz,Sedan,2009,42696,28400,2021-01-05
Mercedes-Benz,Sedan,2020,73226,107345,2014-08-22
Ford,Truck,2017,51728,198418,2021-08-08
Audi,Convertible,2006,60401,87110,2002-03-20
Hyundai,Hatchback,2002,71226,120120,2011-04-11
Nissan,Hatchback,2012,30103,28562,2004-03-06
Volkswagen,Minivan,2014,39263,171735,2001-05-10
Chevrolet,Truck,2019,55044,18510,2001-02-28
Toyota,Hatchback,2018,62730,61608,2007-07-10
Honda,SUV,2002,30825,52182,2005-06-05
Audi,Coupe,2003,42271,26883,2004-01-08
Toyota,Minivan,2004,51732,166916,2021-02-27
Ford,Coupe,2000,71433,149800,2018-07-15
Nissan,Coupe,2003,28572,11094,2003-05-18
Volkswagen,Sedan,2011,43546,133479,2008-04-07
Toyota,Hatchback,2009,20150,186484,2003-07-28
Honda,Minivan,2022,59165,12644,2021-12-30
Chevrolet,Truck,2020,68690,85834,2000-05-12
Nissan,Hatchback,2019,58664,108982,2001-03-24
Nissan,Truck,2012,41948,191818,2017-07-17
Hyundai,Hatchback,2022,42030,52748,2002-04-29
Ford,Minivan,2013,32007,59021,2014-09-01
Nissan,Minivan,2022,27024,62651,2010-11-06
Volkswagen,Sedan,2004,44384,36807,2013-04-16
Nissan,Minivan,2003,23157,165144,2004-03-19
Hyundai,SUV,2013,6756,169470,2005-03-14
Ford,Coupe,2009,73112,28669,2008-01-23
Audi,Coupe,2016,63051,161233,2013-07-28
BMW,Hatchback,2009,69595,138354,2016-04-09
Audi,Sedan,2006,48094,26539,2008-11-18
Mercedes-Benz,Coupe,2015,9535,134379,2017-05-07
Hyundai,Hatchback,2000,61035,17745,2004-05-10
Nissan,Minivan,2016,52367,170505,2021-10-10
Ford,Convertible,2020,22118,34555,2021-07-04
Audi,Hatchback,2008,64812,132145,2021-05-05
Audi,Truck,2005,64884,32683,2022-08-28
Mercedes-Benz,Coupe,2018,71168,25741,2010-03-31
Audi,Coupe,2012,18280,153358,2005-10-28
Hyundai,Convertible,2002,19746,3599,2004-05-20
Audi,Minivan,2006,58251,128513,2003-05-07
Volkswagen,SUV,2021,15207,27293,2015-07-31
Mercedes-Benz,Hatchback,2008,76127,15389,2005-01-16
Ford,SUV,2021,32757,12318,2022-01-23
Ford,Hatchback,2004,21226,179947,2015-03-28
Audi,Convertible,2009,66407,3055,2012-04-15
Hyundai,SUV,2022,32206,121164,2022-06-14
Hyundai,Sedan,2016,25256,82579,2019-01-11
Chevrolet,Convertible,2011,38822,137392,2005-04-11
Toyota,Minivan,2022,46340,104817,2022-09-23
Volkswagen,Hatchback,2015,57234,4642,2013-06-30
Chevrolet,Truck,2002,48351,9321,2015-01-14
Toyota,Minivan,2021,53671,79968,2008-10-28
BMW,Minivan,2008,40157,190690,2016-10-10
Honda,Truck,2014,24937,102770,2013-11-19
Toyota,Truck,2004,59290,157116,2002-08-12
Honda,Hatchback,2022,51707,153043,2019-04-21
Mercedes-Benz,Minivan,2012,16219,109762,2004-04-23
Audi,Coupe,2013,14399,114183,2018-04-04
Toyota,Convertible,2019,32657,117159,2019-06-05
Hyundai,Convertible,2014,25047,25727,2021-02-19
Volkswagen,SUV,2015,77154,153631,2008-11-29
BMW,Convertible,2022,49891,73820,2002-11-24
Ford,Minivan,2012,11780,109062,2005-05-11
Chevrolet,Convertible,2016,32050,27476,2018-03-15
Audi,Minivan,2022,78551,193755,2013-07-15
Chevrolet,SUV,2007,73666,142063,2013-11-06
Chevrolet,Convertible,2020,58010,120355,2006-11-24
Nissan,Convertible,2001,43165,70047,2021-08-31
Chevrolet,Sedan,2004,16528,141868,2007-01-14
Chevrolet,Hatchback,2005,54608,3881,2020-05-25
Nissan,SUV,2011,10914,15668,2010-08-23
Nissan,Sedan,2017,42136,165384,2021-02-02
Volkswagen,Coupe,2021,16179,28106,2017-07-27
Toyota,SUV,2021,17076,15729,2002-01-14
Toyota,Minivan,2000,29783,129354,2017-07-30
Volkswagen,Hatchback,2016,51716,70320,2009-08-15
Nissan,Convertible,2010,55298,54913,2008-01-09
Honda,Minivan,2009,59304,188098,2015-02-28
Ford,Convertible,2018,74835,59402,2018-05-19
Volkswagen,Sedan,2013,13118,121649,2000-06-24
BMW,Sedan,2009,61911,103930,2001-07-19
Volkswagen,Coupe,2014,78489,168354,2008-10-22
Nissan,Coupe,2018,20185,169290,2011-12-06
Honda,Hatchback,2003,46792,149022,2016-05-09
Audi,Convertible,2001,55613,59739,2015-11-20
Nissan,Minivan,2008,38927,4507,2019-04-05
Mercedes-Benz,Truck,2009,5386,177375,2002-08-05
Mercedes-Benz,Minivan,2010,77728,102552,2009-03-09
Ford,Coupe,2013,35020,79059,2014-05-18
Nissan,Convertible,2006,47678,155739,2008-09-26
Hyundai,Minivan,2022,66394,135064,2016-01-04
Mercedes-Benz,Minivan,2014,73945,130514,2018-05-22
Chevrolet,Coupe,2021,61414,87680,2001-06-15
Audi,Minivan,2018,59816,25530,2003-05-16
Chevrolet,Minivan,2021,60918,15305,2004-08-24
BMW,SUV,2014,67694,109097,2009-03-24
Ford,Sedan,2007,34455,183201,2004-03-25
BMW,Convertible,2010,43735,52044,2003-12-08
BMW,Minivan,2008,17109,130436,2012-05-01
Mercedes-Benz,Coupe,2014,50802,89363,2015-01-24
Nissan,Sedan,2000,73020,58817,2020-10-30
Toyota,Minivan,2000,39622,103038,2016-06-02
Mercedes-Benz,Minivan,2018,7597,46666,2015-03-29
Volkswagen,Truck,2002,45597,157245,2021-04-26
Toyota,Coupe,2009,45954,18909,2011-05-29
Nissan,Convertible,2007,74519,195039,2010-12-28
BMW,SUV,2014,61115,162079,2006-03-06
Honda,Sedan,2009,48151,144057,2011-12-03
Ford,Sedan,2000,22040,22525,2009-01-23
Nissan,SUV,2017,49772,112293,2020-04-04
Honda,Convertible,2001,68832,101046,2002-07-20
Audi,Hatchback,2018,32916,37403,2006-05-18
BMW,Truck,2012,49871,168265,2001-01-28
Chevrolet,Hatchback,2021,31372,134902,2006-10-01
Volkswagen,Minivan,2000,66707,187216,2008-12-21
Honda,SUV,2001,44080,131605,2014-11-13
Nissan,Truck,2015,47722,152018,2019-03-04
Chevrolet,Convertible,2014,34048,23504,2016-05-24
Mercedes-Benz,Coupe,2012,14777,110551,2020-07-23
Audi,Coupe,2015,59711,55715,2016-03-29
Audi,Hatchback,2016,41331,159327,2007-08-13
Mercedes-Benz,Convertible,2020,25968,187513,2004-06-27
Audi,Truck,2006,58969,36855,2006-03-24
Chevrolet,Hatchback,2016,16292,41721,2006-10-16
Chevrolet,SUV,2006,45794,111597,2018-08-13
Ford,Hatchback,2012,55192,172922,2012-10-18
Toyota,Convertible,2004,32703,100659,2009-08-23
Nissan,Minivan,2016,74165,34723,2016-09-17
Honda,Convertible,2002,72650,166811,2015-12-07
Ford,Coupe,2006,61516,5539,2000-06-12
Toyota,SUV,2016,27257,195581,2018-12-14
Chevrolet,Coupe,2006,56672,116360,2009-04-04
BMW,Truck,2020,68308,101140,2005-08-26
Ford,Truck,2000,27113,152383,2018-01-15
Hyundai,Sedan,2016,5694,69180,2020-05-22
Audi,Convertible,2016,20588,116985,2010-11-28
Audi,SUV,2010,66756,85981,2010-08-23
Chevrolet,SUV,2002,69085,35934,2000-12-05
Toyota,Coupe,2014,66142,140583,2013-03-14
Volkswagen,Hatchback,2020,69373,131255,2010-05-09
Nissan,Hatchback,2010,11704,9475,2009-10-30
Ford,Coupe,2015,45136,194202,2014-01-17
Mercedes-Benz,Minivan,2021,72507,59577,2021-01-21
Hyundai,Hatchback,2008,52361,26008,2020-01-11
Hyundai,SUV,2000,63847,179013,2021-03-04
Honda,Coupe,2021,16441,42756,2013-10-28
Hyundai,Hatchback,2015,19677,80730,2012-11-17
Audi,Sedan,2008,32818,158984,2001-09-30
Nissan,Convertible,2018,6868,82702,2021-02-08
Chevrolet,Sedan,2011,72264,181731,2014-01-30
Hyundai,Hatchback,2018,78168,46840,2003-05-09
Mercedes-Benz,Truck,2021,17043,38623,2011-08-16
Ford,SUV,2008,76939,63303,2014-11-06
Toyota,Sedan,2006,20732,46062,2018-02-02
Nissan,Sedan,2013,60244,56690,2020-04-12
Honda,Coupe,2018,23526,98980,2022-02-07
Hyundai,Coupe,2018,14340,154706,2022-04-27
Audi,Coupe,2001,27394,135162,2015-10-17
Volkswagen,Hatchback,2008,9102,45266,2006-07-02
BMW,Minivan,2012,24159,161080,2011-03-14
Toyota,Minivan,2014,70092,87643,2002-10-12
Mercedes-Benz,Truck,2002,11212,58704,2000-12-01
Ford,Sedan,2010,42405,193938,2000-03-21
Honda,Convertible,2020,60186,117374,2005-11-04
Chevrolet,Coupe,2013,49239,8382,2000-09-14
BMW,Truck,2007,15532,178846,2000-07-03
Ford,Hatchback,2017,77012,89609,2018-09-24
Nissan,Truck,2018,71540,46698,2000-05-02
Volkswagen,Coupe,2015,8271,1110,2022-01-21
Chevrolet,SUV,2001,50482,115266,2019-11-20
Ford,Sedan,2007,5209,131458,2012-11-13
Ford,Coupe,2021,10539,189585,2018-03-25
Volkswagen,Convertible,2005,24977,47801,2009-08-15
BMW,Sedan,2011,79142,114012,2015-06-04
Ford,Truck,2014,73684,96085,2016-08-21
Chevrolet,Minivan,2007,10607,31566,2003-10-26
Toyota,Convertible,2003,56939,163593,2006-06-10
Ford,Sedan,2014,23594,23798,2016-04-27
Ford,Convertible,2019,63382,144637,2010-10-19
Ford,Truck,2016,12399,23027,2017-07-15
Audi,Coupe,2012,30117,5631,2001-05-05
Chevrolet,Minivan,2017,38617,56878,2002-11-20
Honda,Convertible,2001,12498,45206,2001-12-02
Ford,Coupe,2012,55624,103473,2008-01-13
Nissan,Minivan,2012,14628,189654,2014-10-01
Volkswagen,Truck,2021,5329,58334,2016-07-12
Volkswagen,Minivan,2014,43619,72323,2012-11-08
Audi,Truck,2019,12032,53619,2022-08-24
Mercedes-Benz,Convertible,2009,53094,103536,2001-02-20
Nissan,Convertible,2002,43034,157947,2015-03-29
Nissan,Truck,2018,60264,155586,2014-03-01
Chevrolet,Convertible,2002,52850,153652,2016-06-04
BMW,Convertible,2021,9722,135360,2010-08-02
Toyota,Convertible,2013,22772,6734,2005-06-25
Chevrolet,Hatchback,2007,46679,39008,2000-08-27
Ford,Convertible,2022,73771,49349,2005-04-28
Audi,Sedan,2003,9576,138886,2017-12-18
Volkswagen,Truck,2019,31707,174226,2016-01-24
Honda,Truck,2010,46632,138923,2008-09-29
Audi,SUV,2010,46476,124478,2021-03-04
Mercedes-Benz,Coupe,2010,35285,132672,2017-05-30
Hyundai,SUV,2001,29154,56614,2020-10-09
Ford,Convertible,2016,25054,3692,2013-02-25
Audi,Convertible,2008,22165,126745,2003-09-15
Chevrolet,Minivan,2001,19439,189099,2007-11-20
Mercedes-Benz,Sedan,2014,49518,20373,2001-11-10
BMW,Sedan,2015,31962,193877,2009-11-29
Chevrolet,Sedan,2003,58934,112413,2011-10-24
Mercedes-Benz,Sedan,2007,42763,14507,2018-10-17
Chevrolet,Sedan,2008,69094,62931,2004-01-24
Volkswagen,Sedan,2004,24464,75499,2001-11-21
Chevrolet,Sedan,2015,47036,114362,2022-02-17
Toyota,Sedan,2012,38270,97449,2016-10-08
Ford,Minivan,2006,47299,96819,2018-04-04
Honda,Hatchback,2019,36541,39423,2006-06-05
Ford,Sedan,2016,78545,103612,2010-02-25
Honda,Truck,2002,34765,86120,2017-06-16
Honda,Sedan,2004,28769,117409,2021-09-17
Honda,Coupe,2018,25156,90918,2001-09-29
Toyota,Sedan,2011,55481,66600,2016-01-23
Volkswagen,Hatchback,2006,18435,41848,2018-08-07
Hyundai,Minivan,2008,74650,6820,2008-03-27
Audi,Convertible,2005,51336,8512,2019-10-04
Ford,Hatchback,2016,41135,167797,2020-03-08
Chevrolet,Hatchback,2015,78631,51534,2015-05-02
Mercedes-Benz,Convertible,2022,42909,125191,2003-10-31
Audi,Sedan,2002,74487,170848,2021-11-29
Honda,Minivan,2020,26468,60945,2004-02-14
Honda,Minivan,2003,52655,83420,2015-12-30
Volkswagen,Sedan,2009,39341,178527,2014-07-26
Nissan,Convertible,2004,69182,83488,2017-08-22
Nissan,Coupe,2020,56786,183505,2009-09-19
Audi,SUV,2021,73304,9711,2019-01-13
Toyota,Truck,2009,51514,190334,2007-07-01
Chevrolet,Convertible,2011,38979,86009,2009-03-23
Ford,Sedan,2009,60107,9597,2011-04-28
Hyundai,Truck,2012,6160,60067,2021-11-09
BMW,Sedan,2010,77577,48022,2009-05-04
BMW,SUV,2021,15846,112673,2015-06-06
Hyundai,SUV,2015,24924,149854,2011-02-21
Toyota,Convertible,2007,18882,51782,2017-02-11
BMW,Truck,2007,6095,186085,2008-09-20
Hyundai,Hatchback,2007,45983,110716,2008-11-12
Ford,Minivan,2012,19123,118030,2015-09-16
Honda,Minivan,2001,71615,72036,2007-01-17
BMW,Truck,2011,50278,35342,2018-10-06
Chevrolet,Hatchback,2009,56999,85745,2000-05-05
Chevrolet,SUV,2011,36153,152049,2003-07-30
Chevrolet,Sedan,2010,23344,57396,2005-10-02
Honda,Minivan,2014,42656,114836,2000-05-15
Volkswagen,Hatchback,2015,75515,106998,2020-01-07
Honda,Hatchback,2016,6212,50021,2003-12-30
Honda,Convertible,2001,14001,130672,2011-08-02
Honda,Coupe,2017,41427,118559,2020-12-17
Audi,SUV,2011,36368,66836,2002-03-23
Nissan,Hatchback,2018,75819,158147,2021-08-18
Ford,SUV,2022,66160,161874,2020-09-20
Audi,Convertible,2017,30854,77017,2002-05-20
Chevrolet,Sedan,2016,15715,186894,2001-10-30
Toyota,Truck,2005,63784,182675,2003-07-17
Volkswagen,SUV,2014,31797,102689,2009-04-13
Nissan,Convertible,2002,52573,80291,2022-09-16
Hyundai,Convertible,2005,19780,90450,2015-03-12
